Date,Time,Race,Gender,Body_Size,Age_Range,Basket_Size,Wash_Item,Washer_No,Dryer_No,TimeSpent_minutes,TotalSpent_RM,weather,With_Kids,Kids_Category,Race_fac,Gender_fac,Wash_Item_fac,weather_fac,Body_Size_oe,Basket_Size_oe,Kids_Category_oe,With_Kids_oe
21/02/2016,8:17:33,indian,male,thin,32,small,blankets,4,10,26,10,Sunny,yes,young,1,0,1,1,0,0,3,1
4/12/2015,21:23:04,foreigner ,female,fat,30,big,blankets,3,9,32,19,Rainy,yes,young,3,1,1,0,2,1,3,1
15/02/2016,23:21:15,malay,female,thin,27,big,clothes,4,7,19,15,Rainy,yes,young,0,1,0,0,0,1,3,1
5/1/2016,14:30:45,indian,female,thin,23,small,clothes,4,8,16,15,Rainy,yes,baby,1,1,0,0,0,0,1,1
25/02/2016,6:48:05,malay,male,moderate,25,big,blankets,4,10,47,11,Sunny,yes,baby,0,0,1,1,1,1,1,1
31/01/2016,6:52:11,malay,female,thin,20,big,clothes,6,7,43,7,Sunny,no,no_kids,0,1,0,1,0,1,0,0
8/2/2016,22:49:51,malay,male,thin,58,small,clothes,5,10,21,10,Sunny,no,no_kids,0,0,0,1,0,0,0,0
26/02/2016,9:57:27,foreigner ,male,moderate,24,small,clothes,3,10,33,15,Sunny,no,no_kids,3,0,0,1,1,0,0,0
13/01/2016,20:06:56,malay,female,thin,38,big,clothes,6,8,56,19,Sunny,yes,young,0,1,0,1,0,1,3,1
2/1/2016,5:21:44,chinese,female,thin,18,big,blankets,6,10,44,16,Sunny,no,no_kids,2,1,1,1,0,1,0,0
12/12/2015,13:09:44,malay,male,thin,28,big,clothes,3,8,13,10,Sunny,no,no_kids,0,0,0,1,0,1,0,0
23/02/2016,3:48:16,chinese,female,thin,49,small,clothes,5,9,23,20,Sunny,no,no_kids,2,1,0,1,0,0,0,0
11/12/2015,12:06:33,malay,male,moderate,39,small,blankets,6,8,59,9,Sunny,yes,toddler,0,0,1,1,1,0,2,1
24/01/2016,23:17:54,malay,male,fat,19,big,clothes,6,7,12,16,Sunny,yes,young,0,0,0,1,2,1,3,1
7/1/2016,5:22:12,malay,male,moderate,35,big,clothes,5,10,41,15,Sunny,yes,toddler,0,0,0,1,1,1,2,1
29/12/2015,9:09:05,foreigner ,female,thin,58,big,blankets,4,8,18,8,Rainy,no,no_kids,3,1,1,0,0,1,0,0
3/12/2015,23:16:57,foreigner ,female,moderate,45,big,blankets,5,10,42,9,Sunny,yes,baby,3,1,1,1,1,1,1,1
28/12/2015,22:25:44,malay,male,thin,56,big,blankets,4,8,11,13,Rainy,no,no_kids,0,0,1,0,0,1,0,0
22/02/2016,6:52:01,chinese,male,moderate,46,big,blankets,3,10,54,17,Sunny,no,no_kids,2,0,1,1,1,1,0,0
28/02/2016,14:31:57,indian,male,thin,39,small,blankets,6,9,30,12,Rainy,yes,young,1,0,1,0,0,0,3,1
24/12/2015,15:54:22,foreigner ,female,fat,52,small,blankets,4,7,55,17,Sunny,no,no_kids,3,1,1,1,2,0,0,0
23/01/2016,14:38:20,foreigner ,male,fat,52,big,blankets,6,8,14,20,Sunny,yes,toddler,3,0,1,1,2,1,2,1
21/01/2016,5:37:01,malay,male,fat,56,big,clothes,6,7,18,14,Sunny,yes,toddler,0,0,0,1,2,1,2,1
16/01/2016,8:13:20,malay,female,moderate,56,small,clothes,4,9,13,13,Sunny,no,no_kids,0,1,0,1,1,0,0,0
21/12/2015,22:48:43,malay,female,fat,30,small,clothes,6,7,36,13,Rainy,yes,toddler,0,1,0,0,2,0,2,1
23/01/2016,19:45:05,chinese,female,moderate,56,big,blankets,5,9,46,10,Sunny,no,no_kids,2,1,1,1,1,1,0,0
30/12/2015,7:21:49,indian,female,moderate,39,big,clothes,4,10,29,16,Sunny,no,no_kids,1,1,0,1,1,1,0,0
6/2/2016,15:40:31,indian,male,fat,39,small,clothes,5,7,60,19,Sunny,no,no_kids,1,0,0,1,2,0,0,0
5/1/2016,13:44:23,indian,female,fat,27,big,clothes,4,9,24,14,Sunny,no,no_kids,1,1,0,1,2,1,0,0
9/1/2016,8:15:35,malay,female,fat,19,big,clothes,5,9,33,11,Rainy,no,no_kids,0,1,0,0,2,1,0,0
10/12/2015,3:21:20,malay,female,moderate,36,big,blankets,4,8,34,11,Sunny,yes,toddler,0,1,1,1,1,1,2,1
12/2/2016,10:02:04,indian,female,moderate,21,big,clothes,5,7,25,8,Sunny,no,no_kids,1,1,0,1,1,1,0,0
11/1/2016,4:33:20,foreigner ,male,moderate,54,small,clothes,3,7,57,7,Sunny,no,no_kids,3,0,0,1,1,0,0,0
24/12/2015,5:45:09,malay,female,moderate,53,small,clothes,6,7,14,8,Sunny,no,no_kids,0,1,0,1,1,0,0,0
4/12/2015,15:43:36,foreigner ,female,fat,22,small,blankets,5,9,11,13,Sunny,no,no_kids,3,1,1,1,2,0,0,0
16/01/2016,0:07:15,foreigner ,male,moderate,54,small,clothes,5,9,60,16,Sunny,no,no_kids,3,0,0,1,1,0,0,0
29/02/2016,15:11:16,malay,female,moderate,53,big,blankets,4,7,58,11,Sunny,yes,toddler,0,1,1,1,1,1,2,1
20/01/2016,13:44:12,indian,male,moderate,36,small,clothes,5,8,26,12,Sunny,no,no_kids,1,0,0,1,1,0,0,0
4/12/2015,10:00:06,chinese,female,thin,23,small,clothes,4,7,29,9,Sunny,yes,young,2,1,0,1,0,0,3,1
1/1/2016,10:49:05,foreigner ,male,fat,24,small,blankets,6,7,29,18,Rainy,yes,toddler,3,0,1,0,2,0,2,1
10/12/2015,19:57:46,foreigner ,female,thin,57,small,clothes,4,7,25,20,Sunny,no,no_kids,3,1,0,1,0,0,0,0
11/12/2015,5:44:03,malay,male,fat,33,big,clothes,4,8,49,7,Sunny,no,no_kids,0,0,0,1,2,1,0,0
28/12/2015,15:30:20,foreigner ,male,fat,26,small,clothes,5,10,48,13,Rainy,no,no_kids,3,0,0,0,2,0,0,0
15/01/2016,23:27:32,indian,female,fat,49,big,blankets,4,10,53,20,Sunny,yes,young,1,1,1,1,2,1,3,1
10/2/2016,13:55:14,foreigner ,female,fat,31,big,clothes,3,10,12,18,Rainy,no,no_kids,3,1,0,0,2,1,0,0
9/1/2016,4:29:42,indian,male,moderate,58,big,clothes,6,7,37,9,Sunny,yes,young,1,0,0,1,1,1,3,1
31/01/2016,22:50:48,chinese,male,fat,58,big,clothes,3,9,36,17,Sunny,no,no_kids,2,0,0,1,2,1,0,0
24/02/2016,17:10:21,indian,male,moderate,56,small,clothes,5,8,46,12,Sunny,yes,baby,1,0,0,1,1,0,1,1
14/01/2016,22:59:21,chinese,female,thin,58,small,clothes,5,9,41,21,Rainy,no,no_kids,2,1,0,0,0,0,0,0
4/1/2016,23:00:06,indian,male,thin,26,big,clothes,6,8,51,11,Sunny,yes,young,1,0,0,1,0,1,3,1
4/1/2016,0:47:27,malay,female,thin,24,big,clothes,4,7,30,11,Rainy,no,no_kids,0,1,0,0,0,1,0,0
27/02/2016,0:59:10,indian,male,thin,28,small,blankets,4,7,40,20,Sunny,yes,young,1,0,1,1,0,0,3,1
3/1/2016,19:49:57,chinese,female,fat,59,small,clothes,6,10,17,8,Sunny,yes,toddler,2,1,0,1,2,0,2,1
6/12/2015,10:46:16,malay,male,moderate,23,small,blankets,5,10,58,8,Rainy,no,no_kids,0,0,1,0,1,0,0,0
6/1/2016,2:19:46,malay,male,thin,39,big,clothes,5,9,52,20,Sunny,no,no_kids,0,0,0,1,0,1,0,0
1/12/2015,23:38:53,foreigner ,female,thin,60,small,blankets,5,9,23,13,Rainy,no,no_kids,3,1,1,0,0,0,0,0
14/02/2016,5:07:39,indian,male,thin,55,small,clothes,5,9,34,7,Sunny,no,no_kids,1,0,0,1,0,0,0,0
4/1/2016,11:39:14,chinese,female,thin,40,small,blankets,5,9,22,14,Sunny,yes,baby,2,1,1,1,0,0,1,1
8/2/2016,1:55:00,chinese,male,moderate,22,big,blankets,3,7,12,18,Rainy,yes,toddler,2,0,1,0,1,1,2,1
23/01/2016,13:51:49,malay,female,thin,25,small,blankets,5,8,17,19,Sunny,no,no_kids,0,1,1,1,0,0,0,0
19/02/2016,22:02:51,malay,male,moderate,30,big,clothes,3,7,26,20,Sunny,no,no_kids,0,0,0,1,1,1,0,0
1/2/2016,6:25:37,indian,female,fat,51,big,blankets,6,7,15,7,Sunny,yes,toddler,1,1,1,1,2,1,2,1
9/12/2015,6:16:16,chinese,male,moderate,46,small,blankets,5,7,21,10,Sunny,yes,toddler,2,0,1,1,1,0,2,1
31/01/2016,12:39:26,foreigner ,male,thin,39,big,clothes,6,10,36,19,Rainy,yes,young,3,0,0,0,0,1,3,1
2/12/2015,14:49:04,chinese,female,thin,35,big,blankets,5,10,16,8,Sunny,yes,baby,2,1,1,1,0,1,1,1
20/02/2016,8:30:46,indian,female,fat,57,small,blankets,3,10,53,17,Sunny,no,no_kids,1,1,1,1,2,0,0,0
5/1/2016,19:33:32,indian,male,moderate,23,big,clothes,6,8,36,11,Sunny,no,no_kids,1,0,0,1,1,1,0,0
1/3/2016,22:26:34,foreigner ,female,thin,42,small,clothes,6,8,36,13,Sunny,no,no_kids,3,1,0,1,0,0,0,0
10/1/2016,5:55:48,foreigner ,male,thin,52,big,blankets,4,10,49,14,Rainy,yes,toddler,3,0,1,0,0,1,2,1
6/1/2016,9:07:45,malay,male,moderate,20,small,clothes,4,8,12,9,Sunny,yes,toddler,0,0,0,1,1,0,2,1
18/01/2016,11:19:45,foreigner ,female,moderate,33,big,clothes,4,10,36,15,Rainy,no,no_kids,3,1,0,0,1,1,0,0
26/12/2015,18:38:58,chinese,female,fat,51,big,blankets,4,10,58,12,Sunny,yes,baby,2,1,1,1,2,1,1,1
6/2/2016,14:16:50,malay,female,fat,51,small,clothes,4,8,40,15,Sunny,yes,toddler,0,1,0,1,2,0,2,1
5/1/2016,7:33:45,foreigner ,female,thin,39,big,clothes,3,9,12,13,Sunny,yes,baby,3,1,0,1,0,1,1,1
31/12/2015,7:37:38,chinese,female,fat,52,small,clothes,6,7,43,20,Sunny,no,no_kids,2,1,0,1,2,0,0,0
30/12/2015,15:52:28,indian,female,moderate,31,small,clothes,5,10,36,16,Rainy,yes,baby,1,1,0,0,1,0,1,1
3/1/2016,6:02:48,malay,female,moderate,29,small,clothes,6,9,22,12,Sunny,yes,toddler,0,1,0,1,1,0,2,1
19/12/2015,8:06:23,indian,male,fat,45,small,clothes,6,10,15,19,Sunny,no,no_kids,1,0,0,1,2,0,0,0
18/12/2015,22:45:30,chinese,female,thin,49,big,clothes,3,9,53,11,Sunny,yes,toddler,2,1,0,1,0,1,2,1
23/02/2016,14:53:26,chinese,female,moderate,26,big,clothes,3,9,34,14,Sunny,no,no_kids,2,1,0,1,1,1,0,0
3/12/2015,11:49:14,indian,female,fat,57,small,blankets,3,10,27,7,Rainy,no,no_kids,1,1,1,0,2,0,0,0
8/2/2016,23:33:49,foreigner ,female,moderate,36,big,clothes,6,10,36,14,Sunny,no,no_kids,3,1,0,1,1,1,0,0
13/12/2015,13:54:50,chinese,male,fat,27,big,clothes,6,7,17,21,Sunny,yes,baby,2,0,0,1,2,1,1,1
14/01/2016,7:21:50,malay,female,fat,21,small,blankets,6,9,22,7,Sunny,yes,toddler,0,1,1,1,2,0,2,1
5/2/2016,16:43:31,malay,male,fat,29,big,blankets,4,9,36,17,Rainy,no,no_kids,0,0,1,0,2,1,0,0
1/3/2016,4:48:12,indian,male,moderate,59,small,clothes,3,10,22,8,Sunny,no,no_kids,1,0,0,1,1,0,0,0
24/02/2016,1:40:13,chinese,female,thin,39,small,clothes,3,9,34,20,Rainy,yes,baby,2,1,0,0,0,0,1,1
9/1/2016,0:31:58,malay,male,moderate,33,big,clothes,6,9,39,13,Sunny,no,no_kids,0,0,0,1,1,1,0,0
9/1/2016,16:06:20,chinese,male,thin,53,big,clothes,4,8,50,12,Rainy,no,no_kids,2,0,0,0,0,1,0,0
14/02/2016,3:10:14,chinese,male,moderate,60,big,blankets,5,8,49,14,Sunny,yes,baby,2,0,1,1,1,1,1,1
23/12/2015,7:32:42,malay,male,fat,50,small,clothes,3,8,16,11,Sunny,yes,young,0,0,0,1,2,0,3,1
31/12/2015,9:58:20,malay,female,thin,52,big,blankets,3,9,28,12,Rainy,no,no_kids,0,1,1,0,0,1,0,0
18/12/2015,8:41:39,malay,male,moderate,39,small,clothes,5,7,45,16,Sunny,yes,young,0,0,0,1,1,0,3,1
9/2/2016,11:55:59,foreigner ,male,thin,42,big,blankets,4,7,36,7,Sunny,no,no_kids,3,0,1,1,0,1,0,0
10/2/2016,5:18:58,foreigner ,female,moderate,22,big,blankets,6,10,56,13,Sunny,no,no_kids,3,1,1,1,1,1,0,0
19/12/2015,9:11:15,indian,male,thin,43,small,clothes,6,10,20,13,Sunny,yes,toddler,1,0,0,1,0,0,2,1
13/01/2016,21:20:40,foreigner ,female,fat,58,big,clothes,3,7,52,9,Rainy,no,no_kids,3,1,0,0,2,1,0,0
22/02/2016,4:13:53,indian,female,fat,41,big,blankets,6,9,37,17,Rainy,yes,young,1,1,1,0,2,1,3,1
19/01/2016,7:51:22,indian,female,fat,39,small,clothes,6,9,55,16,Rainy,yes,toddler,1,1,0,0,2,0,2,1
11/1/2016,19:14:55,malay,female,thin,42,big,clothes,4,7,32,20,Sunny,no,no_kids,0,1,0,1,0,1,0,0
16/01/2016,4:46:14,malay,female,moderate,51,small,blankets,4,9,60,20,Sunny,no,no_kids,0,1,1,1,1,0,0,0
22/12/2015,2:59:24,foreigner ,female,fat,31,big,clothes,4,8,12,21,Sunny,no,no_kids,3,1,0,1,2,1,0,0
12/2/2016,14:14:17,foreigner ,male,thin,49,small,blankets,5,8,26,12,Sunny,no,no_kids,3,0,1,1,0,0,0,0
28/02/2016,8:57:47,indian,female,moderate,45,small,clothes,6,7,49,17,Sunny,yes,baby,1,1,0,1,1,0,1,1
1/3/2016,16:47:08,foreigner ,male,fat,31,big,blankets,4,8,30,19,Sunny,yes,baby,3,0,1,1,2,1,1,1
12/2/2016,5:49:03,chinese,male,moderate,43,big,clothes,6,8,27,19,Rainy,no,no_kids,2,0,0,0,1,1,0,0
29/12/2015,20:27:34,indian,female,fat,43,small,clothes,3,10,15,12,Sunny,yes,young,1,1,0,1,2,0,3,1
20/02/2016,12:03:43,indian,male,moderate,31,small,blankets,4,8,21,13,Sunny,no,no_kids,1,0,1,1,1,0,0,0
28/01/2016,2:35:51,malay,male,thin,51,big,blankets,5,10,41,13,Rainy,no,no_kids,0,0,1,0,0,1,0,0
1/12/2015,2:35:01,malay,female,moderate,36,big,clothes,4,7,55,15,Sunny,no,no_kids,0,1,0,1,1,1,0,0
25/02/2016,0:55:43,foreigner ,female,moderate,39,small,blankets,6,7,43,10,Sunny,yes,baby,3,1,1,1,1,0,1,1
2/2/2016,11:41:36,malay,male,fat,24,big,clothes,5,7,22,14,Sunny,no,no_kids,0,0,0,1,2,1,0,0
17/12/2015,11:37:05,malay,female,thin,19,small,clothes,4,8,43,12,Sunny,yes,toddler,0,1,0,1,0,0,2,1
6/1/2016,13:13:47,malay,female,thin,47,small,blankets,5,9,45,21,Sunny,yes,baby,0,1,1,1,0,0,1,1
25/12/2015,21:46:24,foreigner ,male,fat,31,small,blankets,5,9,53,14,Sunny,yes,toddler,3,0,1,1,2,0,2,1
2/2/2016,7:01:56,malay,male,thin,58,small,blankets,6,10,33,17,Sunny,no,no_kids,0,0,1,1,0,0,0,0
6/2/2016,5:12:47,foreigner ,female,thin,56,small,clothes,4,7,21,19,Sunny,no,no_kids,3,1,0,1,0,0,0,0
21/01/2016,16:44:46,chinese,female,thin,52,small,clothes,4,8,33,13,Sunny,no,no_kids,2,1,0,1,0,0,0,0
9/12/2015,21:15:51,foreigner ,male,moderate,42,big,blankets,6,7,48,11,Rainy,no,no_kids,3,0,1,0,1,1,0,0
26/01/2016,17:52:33,malay,male,fat,30,small,clothes,6,8,42,9,Sunny,no,no_kids,0,0,0,1,2,0,0,0
1/3/2016,6:52:00,indian,male,fat,49,big,blankets,3,9,25,12,Rainy,no,no_kids,1,0,1,0,2,1,0,0
26/02/2016,17:06:08,malay,female,thin,32,big,clothes,6,8,56,14,Rainy,no,no_kids,0,1,0,0,0,1,0,0
2/1/2016,3:02:43,chinese,female,moderate,19,small,clothes,5,9,23,19,Rainy,yes,young,2,1,0,0,1,0,3,1
20/12/2015,11:37:17,chinese,female,fat,20,small,blankets,5,7,46,10,Sunny,yes,toddler,2,1,1,1,2,0,2,1
11/2/2016,12:58:16,malay,male,moderate,51,big,clothes,6,9,50,15,Sunny,no,no_kids,0,0,0,1,1,1,0,0
10/2/2016,8:40:53,indian,female,moderate,35,big,blankets,3,8,31,16,Sunny,no,no_kids,1,1,1,1,1,1,0,0
26/02/2016,1:16:03,foreigner ,female,moderate,47,big,blankets,6,9,25,7,Sunny,yes,baby,3,1,1,1,1,1,1,1
14/12/2015,12:04:05,foreigner ,female,moderate,31,big,blankets,3,9,37,12,Rainy,no,no_kids,3,1,1,0,1,1,0,0
28/01/2016,23:54:22,malay,male,fat,42,small,clothes,3,8,41,17,Sunny,no,no_kids,0,0,0,1,2,0,0,0
20/02/2016,1:49:47,malay,female,fat,48,big,clothes,6,8,22,18,Sunny,no,no_kids,0,1,0,1,2,1,0,0
25/01/2016,15:02:21,chinese,female,thin,42,small,clothes,4,7,49,16,Rainy,yes,toddler,2,1,0,0,0,0,2,1
3/2/2016,20:09:40,malay,female,fat,52,big,blankets,3,9,54,9,Rainy,no,no_kids,0,1,1,0,2,1,0,0
14/02/2016,18:06:42,indian,male,fat,45,big,blankets,5,10,48,17,Rainy,no,no_kids,1,0,1,0,2,1,0,0
6/1/2016,19:17:49,foreigner ,female,fat,39,small,blankets,6,7,14,12,Sunny,yes,young,3,1,1,1,2,0,3,1
26/12/2015,11:40:24,malay,female,thin,18,small,clothes,4,9,37,16,Sunny,no,no_kids,0,1,0,1,0,0,0,0
2/1/2016,1:00:24,chinese,male,moderate,59,big,clothes,3,8,52,20,Sunny,no,no_kids,2,0,0,1,1,1,0,0
12/1/2016,18:06:43,chinese,male,fat,44,small,clothes,4,7,35,19,Rainy,yes,toddler,2,0,0,0,2,0,2,1
15/12/2015,12:32:12,indian,female,moderate,39,big,clothes,3,8,54,7,Sunny,yes,toddler,1,1,0,1,1,1,2,1
25/02/2016,12:53:14,chinese,female,moderate,50,big,blankets,5,8,14,13,Sunny,no,no_kids,2,1,1,1,1,1,0,0
29/12/2015,4:25:37,indian,female,moderate,22,small,clothes,6,8,52,8,Rainy,no,no_kids,1,1,0,0,1,0,0,0
21/12/2015,17:15:31,malay,male,thin,58,small,clothes,3,9,45,10,Rainy,yes,toddler,0,0,0,0,0,0,2,1
21/02/2016,1:22:40,foreigner ,female,fat,48,big,blankets,6,9,28,21,Rainy,no,no_kids,3,1,1,0,2,1,0,0
7/2/2016,12:54:55,chinese,female,thin,52,big,clothes,3,7,42,10,Sunny,yes,toddler,2,1,0,1,0,1,2,1
23/12/2015,2:21:54,malay,female,thin,43,big,clothes,4,8,60,11,Sunny,no,no_kids,0,1,0,1,0,1,0,0
22/02/2016,6:14:48,foreigner ,female,moderate,34,big,blankets,3,9,47,10,Rainy,no,no_kids,3,1,1,0,1,1,0,0
8/12/2015,15:21:30,foreigner ,male,moderate,60,small,blankets,4,8,32,9,Sunny,yes,toddler,3,0,1,1,1,0,2,1
11/2/2016,16:31:51,malay,female,fat,39,small,blankets,3,9,26,16,Sunny,no,no_kids,0,1,1,1,2,0,0,0
31/01/2016,23:30:28,malay,male,fat,42,big,blankets,4,7,60,9,Rainy,no,no_kids,0,0,1,0,2,1,0,0
14/12/2015,3:38:20,chinese,male,moderate,51,small,clothes,3,8,59,10,Sunny,yes,toddler,2,0,0,1,1,0,2,1
6/12/2015,5:29:42,malay,female,fat,23,small,clothes,3,7,27,18,Rainy,yes,toddler,0,1,0,0,2,0,2,1
1/12/2015,2:06:59,indian,male,thin,21,small,clothes,6,8,11,20,Rainy,no,no_kids,1,0,0,0,0,0,0,0
9/12/2015,20:40:26,malay,female,fat,39,small,blankets,5,7,27,7,Sunny,no,no_kids,0,1,1,1,2,0,0,0
18/02/2016,2:50:34,foreigner ,male,moderate,27,small,clothes,3,10,17,7,Sunny,no,no_kids,3,0,0,1,1,0,0,0
18/02/2016,18:02:30,indian,male,moderate,54,small,clothes,3,9,39,19,Sunny,no,no_kids,1,0,0,1,1,0,0,0
23/01/2016,20:42:34,malay,male,fat,37,big,blankets,6,10,56,10,Rainy,yes,young,0,0,1,0,2,1,3,1
12/12/2015,9:22:52,indian,female,moderate,23,big,blankets,4,7,26,21,Sunny,yes,toddler,1,1,1,1,1,1,2,1
5/12/2015,15:56:57,chinese,female,moderate,29,big,blankets,5,10,36,18,Sunny,yes,toddler,2,1,1,1,1,1,2,1
9/1/2016,20:51:20,malay,female,moderate,21,big,clothes,3,9,39,13,Sunny,no,no_kids,0,1,0,1,1,1,0,0
15/01/2016,3:14:38,foreigner ,female,fat,36,big,blankets,5,10,15,17,Sunny,no,no_kids,3,1,1,1,2,1,0,0
27/12/2015,7:24:56,foreigner ,female,fat,43,small,blankets,6,9,28,16,Sunny,yes,baby,3,1,1,1,2,0,1,1
13/02/2016,12:05:21,foreigner ,female,thin,55,small,clothes,3,7,58,11,Rainy,no,no_kids,3,1,0,0,0,0,0,0
22/01/2016,22:04:35,malay,female,fat,30,small,blankets,3,7,17,9,Rainy,no,no_kids,0,1,1,0,2,0,0,0
19/01/2016,8:52:27,chinese,male,thin,22,big,blankets,6,9,48,20,Rainy,yes,toddler,2,0,1,0,0,1,2,1
1/3/2016,17:02:04,chinese,female,moderate,36,small,blankets,3,7,29,13,Sunny,no,no_kids,2,1,1,1,1,0,0,0
21/01/2016,22:37:12,indian,male,thin,39,small,clothes,3,8,22,21,Sunny,no,no_kids,1,0,0,1,0,0,0,0
19/12/2015,2:54:15,malay,female,thin,59,big,clothes,4,10,55,17,Rainy,no,no_kids,0,1,0,0,0,1,0,0
4/1/2016,2:43:55,indian,female,thin,31,big,clothes,5,9,40,13,Sunny,no,no_kids,1,1,0,1,0,1,0,0
21/01/2016,18:17:07,malay,female,moderate,36,small,clothes,4,9,52,8,Sunny,no,no_kids,0,1,0,1,1,0,0,0
31/12/2015,23:01:54,malay,female,fat,40,small,clothes,3,8,39,21,Sunny,no,no_kids,0,1,0,1,2,0,0,0
23/01/2016,19:44:04,malay,female,moderate,50,big,blankets,5,7,50,21,Sunny,no,no_kids,0,1,1,1,1,1,0,0
28/01/2016,8:57:18,chinese,male,fat,53,big,clothes,3,7,54,12,Sunny,no,no_kids,2,0,0,1,2,1,0,0
13/01/2016,6:03:40,indian,female,fat,55,big,blankets,3,7,60,7,Rainy,no,no_kids,1,1,1,0,2,1,0,0
25/01/2016,17:51:29,malay,male,thin,52,big,blankets,3,9,52,21,Sunny,yes,toddler,0,0,1,1,0,1,2,1
19/12/2015,16:36:04,malay,male,thin,26,big,blankets,4,9,40,17,Sunny,yes,baby,0,0,1,1,0,1,1,1
15/01/2016,8:42:11,chinese,male,fat,28,big,clothes,4,8,53,15,Sunny,no,no_kids,2,0,0,1,2,1,0,0
26/02/2016,17:00:14,foreigner ,male,moderate,32,big,blankets,4,10,43,9,Rainy,yes,toddler,3,0,1,0,1,1,2,1
4/2/2016,0:28:59,malay,female,fat,37,big,blankets,6,10,32,18,Rainy,no,no_kids,0,1,1,0,2,1,0,0
9/2/2016,0:26:09,malay,female,thin,30,small,clothes,3,8,49,17,Sunny,no,no_kids,0,1,0,1,0,0,0,0
23/01/2016,10:02:13,chinese,female,moderate,32,big,blankets,5,7,60,19,Sunny,yes,toddler,2,1,1,1,1,1,2,1
18/01/2016,2:34:01,foreigner ,male,thin,28,small,clothes,5,8,42,11,Rainy,no,no_kids,3,0,0,0,0,0,0,0
29/01/2016,15:40:43,malay,male,moderate,26,big,clothes,6,9,33,10,Sunny,yes,toddler,0,0,0,1,1,1,2,1
19/02/2016,1:15:22,indian,male,moderate,33,small,blankets,6,8,16,8,Sunny,no,no_kids,1,0,1,1,1,0,0,0
27/12/2015,0:24:53,malay,male,moderate,57,big,blankets,4,9,41,7,Sunny,yes,young,0,0,1,1,1,1,3,1
5/1/2016,9:53:34,indian,male,moderate,39,big,clothes,5,7,20,17,Sunny,no,no_kids,1,0,0,1,1,1,0,0
28/01/2016,6:40:17,malay,female,fat,20,small,clothes,4,8,25,14,Rainy,no,no_kids,0,1,0,0,2,0,0,0
19/01/2016,20:28:41,foreigner ,female,fat,33,small,clothes,4,7,16,14,Rainy,yes,toddler,3,1,0,0,2,0,2,1
12/2/2016,10:44:40,foreigner ,female,fat,24,big,blankets,5,9,58,13,Rainy,no,no_kids,3,1,1,0,2,1,0,0
14/01/2016,16:55:29,foreigner ,male,moderate,54,big,clothes,6,7,60,19,Sunny,no,no_kids,3,0,0,1,1,1,0,0
14/12/2015,10:31:05,indian,female,fat,48,big,blankets,3,9,39,14,Rainy,yes,toddler,1,1,1,0,2,1,2,1
9/2/2016,10:25:41,indian,female,fat,22,small,blankets,4,10,46,7,Sunny,no,no_kids,1,1,1,1,2,0,0,0
8/1/2016,22:30:16,malay,female,thin,28,small,clothes,5,7,22,12,Sunny,no,no_kids,0,1,0,1,0,0,0,0
9/1/2016,7:45:59,malay,female,fat,57,small,clothes,6,9,11,11,Sunny,no,no_kids,0,1,0,1,2,0,0,0
9/12/2015,4:49:17,indian,male,thin,39,big,blankets,6,7,53,11,Rainy,no,no_kids,1,0,1,0,0,1,0,0
14/12/2015,14:55:16,foreigner ,female,thin,42,small,clothes,5,9,26,16,Sunny,yes,baby,3,1,0,1,0,0,1,1
8/12/2015,5:46:09,malay,female,thin,47,small,clothes,5,7,60,19,Sunny,no,no_kids,0,1,0,1,0,0,0,0
19/02/2016,15:55:24,chinese,female,moderate,38,big,blankets,3,10,40,20,Rainy,yes,toddler,2,1,1,0,1,1,2,1
23/12/2015,3:55:16,malay,female,moderate,24,small,clothes,6,8,44,10,Sunny,yes,baby,0,1,0,1,1,0,1,1
18/02/2016,18:12:19,malay,male,moderate,40,small,clothes,3,7,35,18,Sunny,no,no_kids,0,0,0,1,1,0,0,0
28/02/2016,3:22:33,indian,male,thin,60,small,blankets,6,8,19,15,Sunny,no,no_kids,1,0,1,1,0,0,0,0
9/12/2015,5:58:02,malay,male,moderate,19,small,blankets,5,8,52,14,Sunny,no,no_kids,0,0,1,1,1,0,0,0
7/12/2015,14:57:02,malay,male,moderate,48,small,clothes,3,7,13,17,Sunny,no,no_kids,0,0,0,1,1,0,0,0
20/02/2016,19:06:01,indian,female,moderate,30,big,clothes,3,8,51,14,Sunny,yes,baby,1,1,0,1,1,1,1,1
10/2/2016,14:26:20,foreigner ,female,moderate,44,small,clothes,4,9,35,13,Rainy,yes,toddler,3,1,0,0,1,0,2,1
23/02/2016,8:41:14,chinese,male,thin,31,small,blankets,4,10,13,15,Sunny,yes,toddler,2,0,1,1,0,0,2,1
28/02/2016,11:07:21,foreigner ,male,thin,26,big,blankets,4,8,34,15,Sunny,no,no_kids,3,0,1,1,0,1,0,0
5/2/2016,18:05:07,malay,female,thin,52,big,blankets,4,10,36,14,Rainy,yes,young,0,1,1,0,0,1,3,1
30/01/2016,18:16:42,malay,female,thin,40,small,clothes,3,7,36,21,Rainy,no,no_kids,0,1,0,0,0,0,0,0
17/12/2015,10:58:42,indian,female,fat,49,big,clothes,5,9,44,8,Sunny,yes,toddler,1,1,0,1,2,1,2,1
26/01/2016,0:38:38,malay,male,thin,37,small,blankets,5,8,18,17,Sunny,no,no_kids,0,0,1,1,0,0,0,0
24/12/2015,12:23:04,indian,male,moderate,39,small,clothes,4,10,60,14,Rainy,yes,toddler,1,0,0,0,1,0,2,1
